"pack","id","level","category","word","article","plural","translation_tr","example_de","example_tr","tags"
"universal","u_0168","A1","Universal Paket 001","ganz","","","tam","Ich lerne das Wort ""ganz"".","""ganz"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0169","A1","Universal Paket 001","gar nicht","","","hiç","Ich lerne das Wort ""gar nicht"".","""gar nicht"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0170","A1","Universal Paket 001","Gäste","","","misafirler, misafire, konukları","Ich lerne das Wort ""Gäste"".","""Gäste"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0171","A1","Universal Paket 001","Gate","","","kapı, kapıyı, kapımı","Ich lerne das Wort ""Gate"".","""Gate"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0172","A1","Universal Paket 001","Gebäude","","","binaları, binanın, bina","Ich lerne das Wort ""Gebäude"".","""Gebäude"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0173","A1","Universal Paket 001","gefährlich","","","tehlikeliydi, tehlikeli, tehlikelidir","Ich lerne das Wort ""gefährlich"".","""gefährlich"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0174","A1","Universal Paket 001","geheim","","","gizli, gizlenmiş","Ich lerne das Wort ""geheim"".","""geheim"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0175","A1","Universal Paket 001","gelb","","","sarı, sarıdır, sarıya","Ich lerne das Wort ""gelb"".","""gelb"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0176","A1","Universal Paket 001","Geld","","","parası, nakde, para","Ich lerne das Wort ""Geld"".","""Geld"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0177","A1","Universal Paket 001","gemein","","","kaba","Ich lerne das Wort ""gemein"".","""gemein"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0178","A1","Universal Paket 001","gemütlich","","","rahat","Ich lerne das Wort ""gemütlich"".","""gemütlich"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0179","A1","Universal Paket 001","geöffnet","","","açılmış, açtınız, açtım","Ich lerne das Wort ""geöffnet"".","""geöffnet"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0180","A1","Universal Paket 001","gerade","","","şu anda, derken","Ich lerne das Wort ""gerade"".","""gerade"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0181","A1","Universal Paket 001","Geschäft","","","firmamızda, i̇şim, i̇şimin","Ich lerne das Wort ""Geschäft"".","""Geschäft"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0182","A1","Universal Paket 001","Geschenk","","","hediyeye, hediyelerini, eşyamız","Ich lerne das Wort ""Geschenk"".","""Geschenk"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0183","A1","Universal Paket 001","Geschenke","","","hediyeye, hediyeler, hediye","Ich lerne das Wort ""Geschenke"".","""Geschenke"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0184","A1","Universal Paket 001","Geschichte","","","hikayeyi, hikaye, hikayelerini","Ich lerne das Wort ""Geschichte"".","""Geschichte"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0185","A1","Universal Paket 001","Geschichten","","","hikaye","Ich lerne das Wort ""Geschichten"".","""Geschichten"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0186","A1","Universal Paket 001","Geschwister","","","kardeşler, kardeş, kardeşleri","Ich lerne das Wort ""Geschwister"".","""Geschwister"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0187","A1","Universal Paket 001","gestresst","","","stresliyken, stresleniyorum, stresliyim","Ich lerne das Wort ""gestresst"".","""gestresst"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0188","A1","Universal Paket 001","Getränke","","","i̇çecekler, içecek, içeceklerden","Ich lerne das Wort ""Getränke"".","""Getränke"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0189","A1","Universal Paket 001","gibt","","","bulunmaktadır, verir, veriyor","Ich lerne das Wort ""gibt"".","""gibt"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0190","A1","Universal Paket 001","Gläser","","","bardakları, bardakların, bardaklar","Ich lerne das Wort ""Gläser"".","""Gläser"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0191","A1","Universal Paket 001","gleich","","","aynı","Ich lerne das Wort ""gleich"".","""gleich"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0192","A1","Universal Paket 001","Golf","","","golfu, Golf","Ich lerne das Wort ""Golf"".","""Golf"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0193","A1","Universal Paket 001","grau","","","gri","Ich lerne das Wort ""grau"".","""grau"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0194","A1","Universal Paket 001","grillen","","","yapıyoruz, ızgara","Ich lerne das Wort ""grillen"".","""grillen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0195","A1","Universal Paket 001","Grillparty","","","mangal partisi","Ich lerne das Wort ""Grillparty"".","""Grillparty"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0196","A1","Universal Paket 001","Großeltern","","","büyükbaba ve büyükanne, ebeveynlerimizi","Ich lerne das Wort ""Großeltern"".","""Großeltern"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0197","A1","Universal Paket 001","grün","","","yeşil, yeşildir","Ich lerne das Wort ""grün"".","""grün"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0198","A1","Universal Paket 001","guck mal","","","bak","Ich lerne das Wort ""guck mal"".","""guck mal"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0199","A1","Universal Paket 001","Gulasch","","","gulaşı, gulaş","Ich lerne das Wort ""Gulasch"".","""Gulasch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0200","A1","Universal Paket 001","günstig","","","hesaplıdır, avantajlı, uygun fiyatlı","Ich lerne das Wort ""günstig"".","""günstig"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0201","A1","Universal Paket 001","Gurke","","","Salatalık, salatalığa","Ich lerne das Wort ""Gurke"".","""Gurke"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0202","A1","Universal Paket 001","gut","","","iyidirler, i̇yi, iyiye","Ich lerne das Wort ""gut"".","""gut"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0203","A1","Universal Paket 001","gut drauf","","","neşeli","Ich lerne das Wort ""gut drauf"".","""gut drauf"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0204","A1","Universal Paket 001","gut gemacht","","","aferin","Ich lerne das Wort ""gut gemacht"".","""gut gemacht"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0205","A1","Universal Paket 001","gute Reise","","","iyi yolculuklar","Ich lerne das Wort ""gute Reise"".","""gute Reise"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0206","A1","Universal Paket 001","Hähnchen","","","tavuklu, piliç, Tavuk","Ich lerne das Wort ""Hähnchen"".","""Hähnchen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0207","A1","Universal Paket 001","Hamburg","","","Hamburg (Şehir), hamburg'u","Ich lerne das Wort ""Hamburg"".","""Hamburg"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0208","A1","Universal Paket 001","Handball","","","hentbol","Ich lerne das Wort ""Handball"".","""Handball"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0209","A1","Universal Paket 001","Handtuch","","","havluyu, havlu, havlularını","Ich lerne das Wort ""Handtuch"".","""Handtuch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0210","A1","Universal Paket 001","hassen","","","nefret ediyorsun, nefret ediyoruz, nefret ediyor, sevmediğin","Ich lerne das Wort ""hassen"".","""hassen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0211","A1","Universal Paket 001","hast","","","ettin, sahip, söyledin","Ich lerne das Wort ""hast"".","""hast"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0212","A1","Universal Paket 001","hat","","","var, vardır, sahiptir","Ich lerne das Wort ""hat"".","""hat"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0213","A1","Universal Paket 001","Haustiere","","","hayvanlar, hayvanlarım, hayvanların","Ich lerne das Wort ""Haustiere"".","""Haustiere"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0214","A1","Universal Paket 001","helfen","","","ediyorsa, yardım edeceksiniz, desteklerdik","Ich lerne das Wort ""helfen"".","""helfen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0215","A1","Universal Paket 001","hell","","","aydınlık, parlak, ışıl","Ich lerne das Wort ""hell"".","""hell"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0216","A1","Universal Paket 001","Herr","","","Bay","Ich lerne das Wort ""Herr"".","""Herr"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0217","A1","Universal Paket 001","heute Abend","","","bu akşam","Ich lerne das Wort ""heute Abend"".","""heute Abend"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0218","A1","Universal Paket 001","hilfsbereit","","","yardımseversiniz, yardımsever, yardımseversin","Ich lerne das Wort ""hilfsbereit"".","""hilfsbereit"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0219","A1","Universal Paket 001","hilft","","","yardımcı olur, eden, yardımcı oluyor","Ich lerne das Wort ""hilft"".","""hilft"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0220","A1","Universal Paket 001","hoch","","","yüksek","Ich lerne das Wort ""hoch"".","""hoch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0221","A1","Universal Paket 001","hoffentlich","","","umarım, inşallah, i̇nşallah","Ich lerne das Wort ""hoffentlich"".","""hoffentlich"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0222","A1","Universal Paket 001","holen","","","getirse, almada, getirebiliriz","Ich lerne das Wort ""holen"".","""holen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0223","A1","Universal Paket 001","Hose","","","pantolonuna, pantolona, pantolonumu","Ich lerne das Wort ""Hose"".","""Hose"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0224","A1","Universal Paket 001","Hotel","","","otelle, otel, otelin","Ich lerne das Wort ""Hotel"".","""Hotel"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0225","A1","Universal Paket 001","Hund","","","köpeğidir, köpeğe, köpek","Ich lerne das Wort ""Hund"".","""Hund"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0226","A1","Universal Paket 001","hundert","","","yüz","Ich lerne das Wort ""hundert"".","""hundert"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0227","A1","Universal Paket 001","hurra","","","yaşasın","Ich lerne das Wort ""hurra"".","""hurra"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0228","A1","Universal Paket 001","Hut","","","hat, şapkaya, şapkanın","Ich lerne das Wort ""Hut"".","""Hut"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0229","A1","Universal Paket 001","ich","","","ben, benim","Ich lerne das Wort ""ich"".","""ich"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0230","A1","Universal Paket 001","ich auch","","","ben de","Ich lerne das Wort ""ich auch"".","""ich auch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0231","A1","Universal Paket 001","ich bin","","","ben","Ich lerne das Wort ""ich bin"".","""ich bin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0232","A1","Universal Paket 001","ich heiße","","","benim adım","Ich lerne das Wort ""ich heiße"".","""ich heiße"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0233","A1","Universal Paket 001","ich komme aus","","","geliyorum","Ich lerne das Wort ""ich komme aus"".","""ich komme aus"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0234","A1","Universal Paket 001","Idee","","","fikri, hayaline, fikrine","Ich lerne das Wort ""Idee"".","""Idee"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0235","A1","Universal Paket 001","ihr","","","onların, siz, sizin","Ich lerne das Wort ""ihr"".","""ihr"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0236","A1","Universal Paket 001","im","","","parkındaki, kattadır, ayında","Ich lerne das Wort ""im"".","""im"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0237","A1","Universal Paket 001","im Angebot","","","indirimde","Ich lerne das Wort ""im Angebot"".","""im Angebot"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0238","A1","Universal Paket 001","im Ausland","","","yurt dışı","Ich lerne das Wort ""im Ausland"".","""im Ausland"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0239","A1","Universal Paket 001","im Garten","","","bahçe","Ich lerne das Wort ""im Garten"".","""im Garten"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0240","A1","Universal Paket 001","im Urlaub","","","tatilde","Ich lerne das Wort ""im Urlaub"".","""im Urlaub"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0241","A1","Universal Paket 001","im Zug","","","trende","Ich lerne das Wort ""im Zug"".","""im Zug"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0242","A1","Universal Paket 001","Imbiss","","","Büfe, atıştırmalık","Ich lerne das Wort ""Imbiss"".","""Imbiss"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0243","A1","Universal Paket 001","in","","","içindeki, i̇çinde, içinde","Ich lerne das Wort ""in"".","""in"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0244","A1","Universal Paket 001","in den Ferien","","","tatilde","Ich lerne das Wort ""in den Ferien"".","""in den Ferien"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0245","A1","Universal Paket 001","in der Nähe","","","yakında","Ich lerne das Wort ""in der Nähe"".","""in der Nähe"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0246","A1","Universal Paket 001","in die Bar","","","bar","Ich lerne das Wort ""in die Bar"".","""in die Bar"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0247","A1","Universal Paket 001","in Eile","","","acele içinde","Ich lerne das Wort ""in Eile"".","""in Eile"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0248","A1","Universal Paket 001","Indien","","","Hindistan","Ich lerne das Wort ""Indien"".","""Indien"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0249","A1","Universal Paket 001","ins","","","-in içine, müzesine","Ich lerne das Wort ""ins"".","""ins"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0250","A1","Universal Paket 001","ins Bett","","","yatağa","Ich lerne das Wort ""ins Bett"".","""ins Bett"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0251","A1","Universal Paket 001","Instrument","","","enstrümanının, enstrümanın, araçtır","Ich lerne das Wort ""Instrument"".","""Instrument"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0252","A1","Universal Paket 001","interessant","","","enteresan, ilginç, ilginçti","Ich lerne das Wort ""interessant"".","""interessant"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0253","A1","Universal Paket 001","isst","","","tüketmiyor, yemek, (o) yiyor / yer","Ich lerne das Wort ""isst"".","""isst"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0254","A1","Universal Paket 001","ist","","","var, olmak (3. Tekil kişi), biridir","Ich lerne das Wort ""ist"".","""ist"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0255","A1","Universal Paket 001","Jahre","","","yaşın, yıldan, yıl","Ich lerne das Wort ""Jahre"".","""Jahre"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0256","A1","Universal Paket 001","Jazz","","","caz","Ich lerne das Wort ""Jazz"".","""Jazz"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0257","A1","Universal Paket 001","jeden Tag","","","her gün","Ich lerne das Wort ""jeden Tag"".","""jeden Tag"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0258","A1","Universal Paket 001","joggen","","","koşarız, koşar, koşarlar","Ich lerne das Wort ""joggen"".","""joggen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0259","A1","Universal Paket 001","Jungen","","","erkek çocuklar","Ich lerne das Wort ""Jungen"".","""Jungen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0260","A1","Universal Paket 001","Kaffeemaschine","","","makinemizi, makinesini, makinesine","Ich lerne das Wort ""Kaffeemaschine"".","""Kaffeemaschine"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0261","A1","Universal Paket 001","Kamera","","","kamerası, kamerayı, kameram","Ich lerne das Wort ""Kamera"".","""Kamera"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0262","A1","Universal Paket 001","Kanada","","","Kanada, kanada'yı","Ich lerne das Wort ""Kanada"".","""Kanada"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0263","A1","Universal Paket 001","Kaninchen","","","tavşana, tavşanımız, Tavşan","Ich lerne das Wort ""Kaninchen"".","""Kaninchen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0264","A1","Universal Paket 001","Kanzler","","","şansölye","Ich lerne das Wort ""Kanzler"".","""Kanzler"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0265","A1","Universal Paket 001","Kappe","","","Şapkayı, şapkaya, Şapka","Ich lerne das Wort ""Kappe"".","""Kappe"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0266","A1","Universal Paket 001","kaputt","","","berbattı, bozuksa, kırık","Ich lerne das Wort ""kaputt"".","""kaputt"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0267","A1","Universal Paket 001","Karotte","","","havucu, havuç","Ich lerne das Wort ""Karotte"".","""Karotte"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0268","A1","Universal Paket 001","Kartoffeln","","","patatesler","Ich lerne das Wort ""Kartoffeln"".","""Kartoffeln"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0269","A1","Universal Paket 001","Kartoffelsalat","","","salatası","Ich lerne das Wort ""Kartoffelsalat"".","""Kartoffelsalat"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0270","A1","Universal Paket 001","Käsebrot","","","peynirli ekmek, peynirli ekmeği","Ich lerne das Wort ""Käsebrot"".","""Käsebrot"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0271","A1","Universal Paket 001","Katze","","","kedi, kedisinin, kedime","Ich lerne das Wort ""Katze"".","""Katze"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0272","A1","Universal Paket 001","kein","","","olumsuzluk eki, hiçbir","Ich lerne das Wort ""kein"".","""kein"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0273","A1","Universal Paket 001","keine Ahnung","","","hiçbir fikrim yok","Ich lerne das Wort ""keine Ahnung"".","""keine Ahnung"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0274","A1","Universal Paket 001","keine Sorge","","","Merak etme","Ich lerne das Wort ""keine Sorge"".","""keine Sorge"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0275","A1","Universal Paket 001","Kekse","","","kurabiye, kurabiyeler","Ich lerne das Wort ""Kekse"".","""Kekse"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0276","A1","Universal Paket 001","kennen","","","tanıyabilir, bilmeyi, biliyorsan","Ich lerne das Wort ""kennen"".","""kennen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0277","A1","Universal Paket 001","Kerze","","","mum","Ich lerne das Wort ""Kerze"".","""Kerze"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0278","A1","Universal Paket 001","Ketchup","","","ketçap","Ich lerne das Wort ""Ketchup"".","""Ketchup"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0279","A1","Universal Paket 001","Kinder","","","çocukların, çocuklar, çocuklarımızı","Ich lerne das Wort ""Kinder"".","""Kinder"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0280","A1","Universal Paket 001","Kiosk","","","büfeye, Kiosk, kioskta","Ich lerne das Wort ""Kiosk"".","""Kiosk"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0281","A1","Universal Paket 001","Kirche","","","kilisede, kiliselere, kilisenin","Ich lerne das Wort ""Kirche"".","""Kirche"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0282","A1","Universal Paket 001","Kissen","","","kadehin, Yastığın, Yastığını","Ich lerne das Wort ""Kissen"".","""Kissen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0283","A1","Universal Paket 001","Klassenzimmer","","","Sınıfa, Sınıfım, Sınıfı","Ich lerne das Wort ""Klassenzimmer"".","""Klassenzimmer"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0284","A1","Universal Paket 001","klassische Musik","","","klasik müzik","Ich lerne das Wort ""klassische Musik"".","""klassische Musik"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0285","A1","Universal Paket 001","Klavier","","","piyanonuz, piyano, piyanoya","Ich lerne das Wort ""Klavier"".","""Klavier"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0286","A1","Universal Paket 001","klein","","","küçüktür, küçücüktür, küçüğün","Ich lerne das Wort ""klein"".","""klein"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0287","A1","Universal Paket 001","klettern","","","tırmalar, tırmanması, tırmanmalıyız","Ich lerne das Wort ""klettern"".","""klettern"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0288","A1","Universal Paket 001","Klum","","","Klum, klum'u","Ich lerne das Wort ""Klum"".","""Klum"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0289","A1","Universal Paket 001","Knödel","","","Hamur köftesi, knödel","Ich lerne das Wort ""Knödel"".","""Knödel"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0290","A1","Universal Paket 001","Köchin","","","aşçıya, aşçının, aşçıdan","Ich lerne das Wort ""Köchin"".","""Köchin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0291","A1","Universal Paket 001","Kollegen","","","meslektaşlar","Ich lerne das Wort ""Kollegen"".","""Kollegen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0292","A1","Universal Paket 001","Kollegin","","","meslektaşı, meslektaş, meslektaşın","Ich lerne das Wort ""Kollegin"".","""Kollegin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0293","A1","Universal Paket 001","komisch","","","garip, komiklerden","Ich lerne das Wort ""komisch"".","""komisch"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0294","A1","Universal Paket 001","komm","","","Gel","Ich lerne das Wort ""komm"".","""komm"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0295","A1","Universal Paket 001","Komödie","","","komedi, komedisi","Ich lerne das Wort ""Komödie"".","""Komödie"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0296","A1","Universal Paket 001","können","","","durabiliriz, yazabilir, uçabilir","Ich lerne das Wort ""können"".","""können"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0297","A1","Universal Paket 001","Konzert","","","konseri, konser, konsere","Ich lerne das Wort ""Konzert"".","""Konzert"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0298","A1","Universal Paket 001","Konzerte","","","konserler, konserleri, konserlerin","Ich lerne das Wort ""Konzerte"".","""Konzerte"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0299","A1","Universal Paket 001","Kräutertee","","","çayı, çayını","Ich lerne das Wort ""Kräutertee"".","""Kräutertee"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0300","A1","Universal Paket 001","kreativ","","","yaratıcısın, yaratıcı, yaratıcıdır","Ich lerne das Wort ""kreativ"".","""kreativ"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0301","A1","Universal Paket 001","Kuchen","","","Pastan, kekinden, kekini","Ich lerne das Wort ""Kuchen"".","""Kuchen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0302","A1","Universal Paket 001","Kugelschreiber","","","kalem, kalemini, kalemi","Ich lerne das Wort ""Kugelschreiber"".","""Kugelschreiber"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0303","A1","Universal Paket 001","Kunden","","","müşteri","Ich lerne das Wort ""Kunden"".","""Kunden"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0304","A1","Universal Paket 001","Kunst","","","sanat","Ich lerne das Wort ""Kunst"".","""Kunst"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0305","A1","Universal Paket 001","Künstler","","","sanatçıya, ressamlar, sanatçıları","Ich lerne das Wort ""Künstler"".","""Künstler"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0306","A1","Universal Paket 001","lang","","","uzun, uzundu, uzunluğunda","Ich lerne das Wort ""lang"".","""lang"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0307","A1","Universal Paket 001","lass uns","","","Hadi","Ich lerne das Wort ""lass uns"".","""lass uns"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0308","A1","Universal Paket 001","leer","","","boştu, boş, boşum","Ich lerne das Wort ""leer"".","""leer"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0309","A1","Universal Paket 001","Lehrer","","","öğretmeni, öğretmenidir, eğitimci","Ich lerne das Wort ""Lehrer"".","""Lehrer"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0310","A1","Universal Paket 001","Lehrerin","","","öğretmenleri, öğretmenlerin, öğretmenime","Ich lerne das Wort ""Lehrerin"".","""Lehrerin"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0311","A1","Universal Paket 001","leider","","","maalesef","Ich lerne das Wort ""leider"".","""leider"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0312","A1","Universal Paket 001","leihen","","","vermelisin, verebilir, verebilirim","Ich lerne das Wort ""leihen"".","""leihen"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0313","A1","Universal Paket 001","Leute","","","kişiler, insanlarının, kişileri","Ich lerne das Wort ""Leute"".","""Leute"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
"universal","u_0314","A1","Universal Paket 001","lieb","","","sevimli, sevimlisin","Ich lerne das Wort ""lieb"".","""lieb"" kelimesini öğreniyorum.","universal, batch-001, needs-review"
